Group Number,Arabic Group Name,English Group Name,Operator,Purpose/Usage,Example,Note,project_effect_signature,project_usage_universal_ar,project_i3rab_template,project_quran_evidence_phrases,project_modules
9,الأوامر والتعجب الإعرابية,Commands and Exclamation (Grammatical),سُرْعَانَ,للعجب,سرعان زيد خروجا,سرعان: اسم فعل ماض، زيد: فاعل مرفوع,AMR_TA3AJJUB,أَدَاةُ أَمْرٍ أَوْ تَعَجُّبٍ إِعْرَابِيَّةٍ حَسَبَ السِّيَاقِ.,أَدَاةُ أَمْرٍ/تَعَجُّبٍ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
10,الزمن والنفي الإعرابية,Time and Negation (Grammatical),كَانَ,للزمن,كان العالم طالبا,كان: فعل ناقص، العالم: اسم مرفوع، طالبا: خبر منصوب,NEG,أَدَاةُ نَفْيٍ: تُفِيدُ نَفْيَ الْمَعْنَى عَلَى حَسَبِ السِّيَاقِ.,أَدَاةُ نَفْيٍ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
10,الزمن والنفي الإعرابية,Time and Negation (Grammatical),صَارَ,للزمن,صار الحديد سيفا,صار: فعل ناقص، الحديد: اسم مرفوع، سيفا: خبر منصوب,NEG,أَدَاةُ نَفْيٍ: تُفِيدُ نَفْيَ الْمَعْنَى عَلَى حَسَبِ السِّيَاقِ.,أَدَاةُ نَفْيٍ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
10,الزمن والنفي الإعرابية,Time and Negation (Grammatical),أَصْبَحَ,للزمن,أصبح البرد شديدا,أصبح: فعل ناقص، البرد: اسم مرفوع، شديدا: خبر منصوب,NEG,أَدَاةُ نَفْيٍ: تُفِيدُ نَفْيَ الْمَعْنَى عَلَى حَسَبِ السِّيَاقِ.,أَدَاةُ نَفْيٍ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
10,الزمن والنفي الإعرابية,Time and Negation (Grammatical),أَمْسَى,للزمن,أمسى الفلاح راجعا,أمسى: فعل ناقص، الفلاح: اسم مرفوع، راجعا: خبر منصوب,NEG,أَدَاةُ نَفْيٍ: تُفِيدُ نَفْيَ الْمَعْنَى عَلَى حَسَبِ السِّيَاقِ.,أَدَاةُ نَفْيٍ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
10,الزمن والنفي الإعرابية,Time and Negation (Grammatical),أَضْحَى,للزمن,أضحى الطالب مصليا,أضحى: فعل ناقص، الطالب: اسم مرفوع، مصليا: خبر منصوب,NEG,أَدَاةُ نَفْيٍ: تُفِيدُ نَفْيَ الْمَعْنَى عَلَى حَسَبِ السِّيَاقِ.,أَدَاةُ نَفْيٍ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
10,الزمن والنفي الإعرابية,Time and Negation (Grammatical),ظَلَّ,للزمن,ظل بسيط صائما,ظل: فعل ناقص، بسيط: اسم مرفوع، صائما: خبر منصوب,NEG,أَدَاةُ نَفْيٍ: تُفِيدُ نَفْيَ الْمَعْنَى عَلَى حَسَبِ السِّيَاقِ.,أَدَاةُ نَفْيٍ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
10,الزمن والنفي الإعرابية,Time and Negation (Grammatical),بَاتَ,للزمن,بات الطالب متدرسا,بات: فعل ناقص، الطالب: اسم مرفوع، متدرسا: خبر منصوب,NEG,أَدَاةُ نَفْيٍ: تُفِيدُ نَفْيَ الْمَعْنَى عَلَى حَسَبِ السِّيَاقِ.,أَدَاةُ نَفْيٍ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
10,الزمن والنفي الإعرابية,Time and Negation (Grammatical),مَا زَالَ,للزمن,ما زال زيد منفردا,ما زال: فعل ناقص، زيد: اسم مرفوع، منفردا: خبر منصوب,NEG,أَدَاةُ نَفْيٍ: تُفِيدُ نَفْيَ الْمَعْنَى عَلَى حَسَبِ السِّيَاقِ.,أَدَاةُ نَفْيٍ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
10,الزمن والنفي الإعرابية,Time and Negation (Grammatical),مَا بَرِحَ,للزمن,ما برح الجهل مضرا,ما برح: فعل ناقص، الجهل: اسم مرفوع، مضرا: خبر منصوب,NEG,أَدَاةُ نَفْيٍ: تُفِيدُ نَفْيَ الْمَعْنَى عَلَى حَسَبِ السِّيَاقِ.,أَدَاةُ نَفْيٍ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
10,الزمن والنفي الإعرابية,Time and Negation (Grammatical),مَا فَتِئَ,للزمن,ما فتئ سرمين متبسما,ما فتئ: فعل ناقص، سرمين: اسم مرفوع، متبسما: خبر منصوب,NEG,أَدَاةُ نَفْيٍ: تُفِيدُ نَفْيَ الْمَعْنَى عَلَى حَسَبِ السِّيَاقِ.,أَدَاةُ نَفْيٍ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
10,الزمن والنفي الإعرابية,Time and Negation (Grammatical),مَا انْفَكَّ,للزمن,ما انفك هاشم عالما,ما انفك: فعل ناقص، هاشم: اسم مرفوع، عالما: خبر منصوب,NEG,أَدَاةُ نَفْيٍ: تُفِيدُ نَفْيَ الْمَعْنَى عَلَى حَسَبِ السِّيَاقِ.,أَدَاةُ نَفْيٍ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
10,الزمن والنفي الإعرابية,Time and Negation (Grammatical),مَا دَامَ,للزمن,ما دام الفاسق مترددا,ما دام: فعل ناقص، الفاسق: اسم مرفوع، مترددا: خبر منصوب,NEG,أَدَاةُ نَفْيٍ: تُفِيدُ نَفْيَ الْمَعْنَى عَلَى حَسَبِ السِّيَاقِ.,أَدَاةُ نَفْيٍ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
10,الزمن والنفي الإعرابية,Time and Negation (Grammatical),لَيْسَ,للنفي,ليس زيد حاضرا,ليس: فعل ناقص، زيد: اسم مرفوع، حاضرا: خبر منصوب,NEG,أَدَاةُ نَفْيٍ: تُفِيدُ نَفْيَ الْمَعْنَى عَلَى حَسَبِ السِّيَاقِ.,أَدَاةُ نَفْيٍ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
11,القرب الإعرابية,Approximation (Grammatical),عَسَى,للرجاء,عسى زيد أن يحضر,عسى: فعل رجاء، زيد: اسم مرفوع، أن يحضر: خبر منصوب,MUQARABA,أَفْعَالُ الْمُقَارَبَةِ: تَدُلُّ عَلَى قُرْبِ وُقُوعِ الْفِعْلِ، وَيَأْتِي بَعْدَهَا فِعْلٌ مُضَارِعٌ.,( {VERB} ) : فِعْلٌ مِنْ أَفْعَالِ الْمُقَارَبَةِ، وَ( {VERB2} ) : فِعْلٌ مُضَارِعٌ.,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
11,القرب الإعرابية,Approximation (Grammatical),كَادَ,للقرب,كاد زيد يقوم,كاد: فعل مقاربة، زيد: اسم مرفوع، يقوم: خبر مرفوع/منصوب عند الجرجاني,MUQARABA,أَفْعَالُ الْمُقَارَبَةِ: تَدُلُّ عَلَى قُرْبِ وُقُوعِ الْفِعْلِ، وَيَأْتِي بَعْدَهَا فِعْلٌ مُضَارِعٌ.,( {VERB} ) : فِعْلٌ مِنْ أَفْعَالِ الْمُقَارَبَةِ، وَ( {VERB2} ) : فِعْلٌ مُضَارِعٌ.,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
11,القرب الإعرابية,Approximation (Grammatical),كَرُبَ,للقرب,كرب القلب يذوب,كرب: فعل مقاربة، القلب: اسم مرفوع، يذوب: خبر مرفوع/منصوب عند الجرجاني,MUQARABA,أَفْعَالُ الْمُقَارَبَةِ: تَدُلُّ عَلَى قُرْبِ وُقُوعِ الْفِعْلِ، وَيَأْتِي بَعْدَهَا فِعْلٌ مُضَارِعٌ.,( {VERB} ) : فِعْلٌ مِنْ أَفْعَالِ الْمُقَارَبَةِ، وَ( {VERB2} ) : فِعْلٌ مُضَارِعٌ.,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
11,القرب الإعرابية,Approximation (Grammatical),أَوْشَكَ,للقرب,أوشك زيد أن يقوم,أوشك: فعل مقاربة، زيد: اسم مرفوع، أن يقوم: خبر منصوب,MUQARABA,أَفْعَالُ الْمُقَارَبَةِ: تَدُلُّ عَلَى قُرْبِ وُقُوعِ الْفِعْلِ، وَيَأْتِي بَعْدَهَا فِعْلٌ مُضَارِعٌ.,( {VERB} ) : فِعْلٌ مِنْ أَفْعَالِ الْمُقَارَبَةِ، وَ( {VERB2} ) : فِعْلٌ مُضَارِعٌ.,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
12,التقييم الرافعة فقط,Evaluation (Nominative Only),نِعْمَ,للمدح,نعم الرجل محمد,نعم: فعل مدح، الرجل: اسم جنس مرفوع، محمد: مخصوص بالمدح مرفوع,MADH_DHAMM,أَفْعَالُ الْمَدْحِ وَالذَّمِّ: تُسْتَعْمَلُ لِلْمَدْحِ أَوِ الذَّمِّ.,( {VERB} ) : فِعْلُ مَدْحٍ/ذَمٍّ جَامِدٌ، وَ( {NOUN} ) : فَاعِلُهُ.,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
12,التقييم الرافعة فقط,Evaluation (Nominative Only),بِئْسَ,للذم,بئس الطالب النوام,بئس: فعل ذم، الطالب: اسم جنس مرفوع، النوام: مخصوص بالذم مرفوع,MADH_DHAMM,أَفْعَالُ الْمَدْحِ وَالذَّمِّ: تُسْتَعْمَلُ لِلْمَدْحِ أَوِ الذَّمِّ.,( {VERB} ) : فِعْلُ مَدْحٍ/ذَمٍّ جَامِدٌ، وَ( {NOUN} ) : فَاعِلُهُ.,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
12,التقييم الرافعة فقط,Evaluation (Nominative Only),سَاءَ,للذم,ساء الطالب الكسول,ساء: فعل ذم، الطالب: اسم جنس مرفوع، الكسول: مخصوص بالذم مرفوع,MADH_DHAMM,أَفْعَالُ الْمَدْحِ وَالذَّمِّ: تُسْتَعْمَلُ لِلْمَدْحِ أَوِ الذَّمِّ.,( {VERB} ) : فِعْلُ مَدْحٍ/ذَمٍّ جَامِدٌ، وَ( {NOUN} ) : فَاعِلُهُ.,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
12,التقييم الرافعة فقط,Evaluation (Nominative Only),حَبَّذَا,للمدح,حبذا زيد,حبذا: فعل مدح، زيد: مخصوص بالمدح مرفوع,MADH_DHAMM,أَفْعَالُ الْمَدْحِ وَالذَّمِّ: تُسْتَعْمَلُ لِلْمَدْحِ أَوِ الذَّمِّ.,( {VERB} ) : فِعْلُ مَدْحٍ/ذَمٍّ جَامِدٌ، وَ( {NOUN} ) : فَاعِلُهُ.,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
13,التفكير الناصبة فقط,Cognition (Accusative Only),حسبت,للظن,حسبت زيدا حاضرا,حسبت: فعل قلب، زيدا: مفعول أول منصوب، حاضرا: مفعول ثان منصوب,NASB,أَدَاةٌ تُفِيدُ النَّصْبَ حَسَبَ بَابِهَا (تَمْيِيز/مَفْعُول/...).,أَدَاةُ نَصْبٍ، وَ( {NOUN} ) : مَنْصُوبٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
13,التفكير الناصبة فقط,Cognition (Accusative Only),خلت,للظن,خلت الهلال لائحا,خلت: فعل قلب، الهلال: مفعول أول منصوب، لائحا: مفعول ثان منصوب,NASB,أَدَاةٌ تُفِيدُ النَّصْبَ حَسَبَ بَابِهَا (تَمْيِيز/مَفْعُول/...).,أَدَاةُ نَصْبٍ، وَ( {NOUN} ) : مَنْصُوبٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
13,التفكير الناصبة فقط,Cognition (Accusative Only),ظننت,للظن,ظننت زيدا قائما,ظننت: فعل قلب، زيدا: مفعول أول منصوب، قائما: مفعول ثان منصوب,NASB,أَدَاةٌ تُفِيدُ النَّصْبَ حَسَبَ بَابِهَا (تَمْيِيز/مَفْعُول/...).,أَدَاةُ نَصْبٍ، وَ( {NOUN} ) : مَنْصُوبٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
13,التفكير الناصبة فقط,Cognition (Accusative Only),رأيت,لليقين,رأيت الطالب ناجحا,رأيت: فعل يقين، الطالب: مفعول أول منصوب، ناجحا: مفعول ثان منصوب,NASB,أَدَاةٌ تُفِيدُ النَّصْبَ حَسَبَ بَابِهَا (تَمْيِيز/مَفْعُول/...).,أَدَاةُ نَصْبٍ، وَ( {NOUN} ) : مَنْصُوبٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
13,التفكير الناصبة فقط,Cognition (Accusative Only),علمت,لليقين,علمت الزاهد مرزوقا,علمت: فعل يقين، الزاهد: مفعول أول منصوب، مرزوقا: مفعول ثان منصوب,NASB,أَدَاةٌ تُفِيدُ النَّصْبَ حَسَبَ بَابِهَا (تَمْيِيز/مَفْعُول/...).,أَدَاةُ نَصْبٍ، وَ( {NOUN} ) : مَنْصُوبٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
13,التفكير الناصبة فقط,Cognition (Accusative Only),وجدت,لليقين,وجدت العلم نافعا,وجدت: فعل يقين، العلم: مفعول أول منصوب، نافعا: مفعول ثان منصوب,NASB,أَدَاةٌ تُفِيدُ النَّصْبَ حَسَبَ بَابِهَا (تَمْيِيز/مَفْعُول/...).,أَدَاةُ نَصْبٍ، وَ( {NOUN} ) : مَنْصُوبٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
13,التفكير الناصبة فقط,Cognition (Accusative Only),زعمت,للشك,زعمت زيدا عالما,زعمت: فعل شك، زيدا: مفعول أول منصوب، عالما: مفعول ثان منصوب,NASB,أَدَاةٌ تُفِيدُ النَّصْبَ حَسَبَ بَابِهَا (تَمْيِيز/مَفْعُول/...).,أَدَاةُ نَصْبٍ، وَ( {NOUN} ) : مَنْصُوبٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
99,الحروف المقطعة,Disconnected Letters,الم,فواتح السور,الم ذَلِكَ الْكِتَابُ,حروف مقطعة في أول السورة,MUQATTAAT,حُرُوفٌ مَقْطَعَةٌ فِي أَوَائِلِ السُّوَرِ، لَا يُعْرَفُ لَهَا إِعْرَابٌ وَاحِدٌ.,,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
99,الحروف المقطعة,Disconnected Letters,المص,فواتح السور,المص كِتَابٌ أُنْزِلَ,حروف مقطعة - الأعراف,MUQATTAAT,حُرُوفٌ مَقْطَعَةٌ فِي أَوَائِلِ السُّوَرِ، لَا يُعْرَفُ لَهَا إِعْرَابٌ وَاحِدٌ.,,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
99,الحروف المقطعة,Disconnected Letters,الر,فواتح السور,الر تِلْكَ آيَاتُ,حروف مقطعة - يونس وغيرها,MUQATTAAT,حُرُوفٌ مَقْطَعَةٌ فِي أَوَائِلِ السُّوَرِ، لَا يُعْرَفُ لَهَا إِعْرَابٌ وَاحِدٌ.,,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
99,الحروف المقطعة,Disconnected Letters,المر,فواتح السور,المر تِلْكَ آيَاتُ,حروف مقطعة - الرعد,MUQATTAAT,حُرُوفٌ مَقْطَعَةٌ فِي أَوَائِلِ السُّوَرِ، لَا يُعْرَفُ لَهَا إِعْرَابٌ وَاحِدٌ.,,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
99,الحروف المقطعة,Disconnected Letters,كهيعص,فواتح السور,كهيعص ذِكْرُ رَحْمَتِ,حروف مقطعة - مريم,MUQATTAAT,حُرُوفٌ مَقْطَعَةٌ فِي أَوَائِلِ السُّوَرِ، لَا يُعْرَفُ لَهَا إِعْرَابٌ وَاحِدٌ.,,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
99,الحروف المقطعة,Disconnected Letters,طه,فواتح السور,طه مَا أَنْزَلْنَا,حروف مقطعة - طه,MUQATTAAT,حُرُوفٌ مَقْطَعَةٌ فِي أَوَائِلِ السُّوَرِ، لَا يُعْرَفُ لَهَا إِعْرَابٌ وَاحِدٌ.,,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
99,الحروف المقطعة,Disconnected Letters,طسم,فواتح السور,طسم تِلْكَ آيَاتُ,حروف مقطعة - الشعراء والقصص,MUQATTAAT,حُرُوفٌ مَقْطَعَةٌ فِي أَوَائِلِ السُّوَرِ، لَا يُعْرَفُ لَهَا إِعْرَابٌ وَاحِدٌ.,,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
99,الحروف المقطعة,Disconnected Letters,طس,فواتح السور,طس تِلْكَ آيَاتُ,حروف مقطعة - النمل,MUQATTAAT,حُرُوفٌ مَقْطَعَةٌ فِي أَوَائِلِ السُّوَرِ، لَا يُعْرَفُ لَهَا إِعْرَابٌ وَاحِدٌ.,,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
99,الحروف المقطعة,Disconnected Letters,يس,فواتح السور,يس وَالْقُرْآنِ,حروف مقطعة - يس,MUQATTAAT,حُرُوفٌ مَقْطَعَةٌ فِي أَوَائِلِ السُّوَرِ، لَا يُعْرَفُ لَهَا إِعْرَابٌ وَاحِدٌ.,,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
99,الحروف المقطعة,Disconnected Letters,ص,فواتح السور,ص وَالْقُرْآنِ,حروف مقطعة - ص,MUQATTAAT,حُرُوفٌ مَقْطَعَةٌ فِي أَوَائِلِ السُّوَرِ، لَا يُعْرَفُ لَهَا إِعْرَابٌ وَاحِدٌ.,,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
99,الحروف المقطعة,Disconnected Letters,حم,فواتح السور,حم تَنْزِيلُ الْكِتَابِ,حروف مقطعة - الحواميم,MUQATTAAT,حُرُوفٌ مَقْطَعَةٌ فِي أَوَائِلِ السُّوَرِ، لَا يُعْرَفُ لَهَا إِعْرَابٌ وَاحِدٌ.,,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
99,الحروف المقطعة,Disconnected Letters,عسق,فواتح السور,حم عسق كَذَلِكَ,حروف مقطعة - الشورى,MUQATTAAT,حُرُوفٌ مَقْطَعَةٌ فِي أَوَائِلِ السُّوَرِ، لَا يُعْرَفُ لَهَا إِعْرَابٌ وَاحِدٌ.,,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
99,الحروف المقطعة,Disconnected Letters,ق,فواتح السور,ق وَالْقُرْآنِ,حروف مقطعة - ق,MUQATTAAT,حُرُوفٌ مَقْطَعَةٌ فِي أَوَائِلِ السُّوَرِ، لَا يُعْرَفُ لَهَا إِعْرَابٌ وَاحِدٌ.,,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
99,الحروف المقطعة,Disconnected Letters,ن,فواتح السور,ن وَالْقَلَمِ,حروف مقطعة - القلم,MUQATTAAT,حُرُوفٌ مَقْطَعَةٌ فِي أَوَائِلِ السُّوَرِ، لَا يُعْرَفُ لَهَا إِعْرَابٌ وَاحِدٌ.,,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
